Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/net/NetUtils.java,DM,DM,63.44,DM,75,DM
hadoop,YARN,hadoop-mapreduce-project/src/java/org/apache/hadoop/mapred/JobQueueTaskScheduler.java,DM,DM,54.96,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/loghandler/event/LogHandlerEventType.java,UM,DM,54.88,UM,10,UM
hadoop,YARN,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/NameNode.java,DM,DM,104.85,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/RegisterApplicationMasterResponse.java,UM,DM,54.6,UM,20,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FSError.java,DM,DM,75.14,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/Chain.java,DM,DM,62.92,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/example/HelloWorld.java,UM,DM,68.17,DM,100,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/NMLivelinessMonitor.java,UM,DM,54.22,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/api/protocolrecords/impl/pb/RefreshNodesRequestPBImpl.java,UM,DM,54.22,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/ApplicationAccessType.java,UM,DM,55.14,UM,5,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/StartContainerRequestPBImpl.java,UM,DM,53.05,UM,35,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/s3/S3Credentials.java,DM,DM,71.07,DM,85,DM
hadoop,YARN,hadoop-mapreduce-project/src/java/org/apache/hadoop/mapred/JobTrackerInstrumentation.java,DM,DM,56.97,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/src/java/org/apache/hadoop/mapred/CommitTaskAction.java,DM,DM,60.3,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/api/impl/pb/client/RMAdminProtocolPBClientImpl.java,UM,DM,51.27,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/DefaultContainerExecutor.java,UM,DM,55.52,UM,15,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/InvalidJobConfException.java,DM,DM,58.9,DM,98,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/factories/impl/pb/RpcClientFactoryPBImpl.java,UM,DM,64.46,UM,10,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/DF.java,DM,DM,75.48,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/api/protocolrecords/LocalResourceStatus.java,UM,DM,54.46,UM,5,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/KeyFieldBasedComparator.java,DM,DM,60.2,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/view/TextPage.java,UM,DM,69.69,UM,20,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/net/DNS.java,DM,DM,73.13,DM,80,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/metrics/NodeManagerMetrics.java,UM,DM,56.8,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/api/impl/pb/service/ContainerManagerPBServiceImpl.java,UM,DM,65.9,UM,0,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler/JBoolean.java,DM,DM,69.41,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/JobContext.java,DM,DM,59.31,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/AMRMProtocol.java,UM,DM,54.86,UM,20,UM
hadoop,YARN,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/common/UpgradeObject.java,DM,DM,94.93,DM,70,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/api/protocolrecords/RefreshUserToGroupsMappingsResponse.java,UM,DM,55.01,UM,0,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/util/VersionInfo.java,DM,DM,72.05,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/ChainReducer.java,DM,DM,65.5,DM,100,DM
hadoop,YARN,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/BlockMetadataHeader.java,DM,DM,93.72,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/state/StateMachine.java,UM,DM,69.57,DM,75,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/spi/NullContext.java,DM,DM,74.51,DM,80,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/util/MBeanUtil.java,DM,DM,78.25,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/security/authorize/NMPolicyProvider.java,UM,DM,54.46,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/URL.java,UM,DM,54.7,DM,95,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/container/Container.java,UM,DM,54.46,UM,15,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress/CompressionCodec.java,DM,DM,73.94,DM,80,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler/JInt.java,DM,DM,70.57,DM,85,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/impl/pb/ApplicationAttemptIdPBImpl.java,UM,DM,60.29,UM,10,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/webapp/MetricsOverviewTable.java,UM,DM,52.43,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/StartContainerResponse.java,UM,DM,54.75,UM,0,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/IFSImpl.java,DM,DM,73.98,DM,85,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ftp/FTPInputStream.java,DM,DM,73.67,DM,75,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/impl/pb/NodeIdPBImpl.java,UM,DM,53.52,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/security/authorize/RMPolicyProvider.java,UM,DM,54.04,UM,20,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/util/StringHelper.java,UM,DM,63.23,DM,85,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/event/Dispatcher.java,UM,DM,70.07,DM,90,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/BinaryRecordOutput.java,DM,DM,69.9,DM,100,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/ipc/package-info.java,UM,DM,70.39,UM,30,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/webapp/AggregatedLogsBlock.java,UM,DM,64.3,UM,10,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/XmlRecordOutput.java,DM,DM,63.86,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/view/ErrorPage.java,UM,DM,65.16,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/impl/pb/ApplicationResourceUsageReportPBImpl.java,UM,DM,52.27,UM,10,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/GenericWritable.java,DM,DM,71.21,DM,70,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/SortedMapWritable.java,DM,DM,68.02,DM,70,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/ContextFactory.java,DM,DM,73.53,DM,90,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler/CGenerator.java,DM,DM,75.53,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/api/protocolrecords/impl/pb/RefreshQueuesRequestPBImpl.java,UM,DM,54.22,DM,100,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/GetApplicationReportRequestPBImpl.java,UM,DM,60.68,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/api/impl/pb/client/AMRMProtocolPBClientImpl.java,UM,DM,64.13,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/FinishApplicationMasterRequestPBImpl.java,UM,DM,51.95,UM,10,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/util/MetricsLongValue.java,DM,DM,80.05,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/api/protocolrecords/RefreshServiceAclsRequest.java,UM,DM,55.01,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/Task.java,DM,DM,79.64,DM,100,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/meta/Utils.java,DM,DM,69.9,DM,85,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/container/ContainerResourceEvent.java,UM,DM,54.65,UM,0,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress/Decompressor.java,DM,DM,74.51,DM,70,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/LocalFileSystem.java,DM,DM,68.93,UM,50,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/rmapp/attempt/event/RMAppAttemptContainerAllocatedEvent.java,UM,DM,54.6,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/GetContainerStatusResponsePBImpl.java,UM,DM,53.05,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/AuxServicesEvent.java,UM,DM,61.01,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/aggregate/ValueAggregatorMapper.java,DM,DM,60.27,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/aggregate/ValueAggregatorJob.java,DM,DM,61.53,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/RamManager.java,DM,DM,58.91,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/aggregate/LongValueMax.java,DM,DM,59.27,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/RMAuditLogger.java,UM,DM,66.15,UM,5,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/MultithreadedMapRunner.java,DM,DM,66.26,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/JobConfigurable.java,DM,DM,59.78,DM,95,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/util/GenericOptionsParser.java,DM,DM,105.35,DM,100,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress/zlib/ZlibDecompressor.java,DM,DM,67.16,DM,80,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/compress/bzip2/CBZip2InputStream.java,DM,DM,53.92,DM,90,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/s3native/FileMetadata.java,DM,DM,74.35,DM,70,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/factories/impl/pb/package-info.java,UM,DM,70.13,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/localizer/security/LocalizerTokenIdentifier.java,UM,DM,61.17,UM,0,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/CsvRecordOutput.java,DM,DM,69.41,DM,80,DM
hadoop,YARN,hadoop-mapreduce-project/src/java/org/apache/hadoop/mapred/TaskScheduler.java,DM,DM,56.28,DM,95,DM
hadoop,YARN,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/metrics/DataNodeMetrics.java,DM,DM,109.22,DM,95,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/s3/INode.java,DM,DM,69.9,UM,0,DM
hadoop,YARN,hadoop-mapreduce-project/src/java/org/apache/hadoop/mapred/CompletedJobStatusStore.java,DM,DM,62.23,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/loghandler/UMAggregatingLogHandler.java,UM,DM,67.23,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/StopContainerRequestPBImpl.java,UM,DM,53.05,UM,10,UM
hadoop,YARN,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/SafeModeException.java,DM,DM,96.56,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/launcher/ContainerLaunch.java,UM,DM,58.45,UM,20,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/resource/Resources.java,UM,DM,53.51,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/localizer/event/ResourceReleaseEvent.java,UM,DM,54.6,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/Mapper.java,DM,DM,60.97,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/GetQueueInfoResponsePBImpl.java,UM,DM,53.05,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/util/BuilderUtils.java,UM,DM,60.93,UM,10,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileUtil.java,DM,DM,76.03,DM,70,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/Path.java,DM,DM,80.39,DM,60,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/recovery/ApplicationsStore.java,UM,DM,72.06,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/service/Service.java,UM,DM,70.09,UM,15,DM
hadoop,YARN,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/common/Storage.java,DM,DM,75.67,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/rmnode/RMNodeStatusEvent.java,UM,DM,54.32,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/jobcontrol/JobControl.java,DM,DM,65.45,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/StopContainerRequest.java,UM,DM,55.01,UM,20,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/RegisterApplicationMasterRequest.java,UM,DM,54.65,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/service/package-info.java,UM,DM,70.39,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/MultipleOutputFormat.java,DM,DM,62.36,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-common/src/main/java/org/apache/hadoop/yarn/server/api/records/RegistrationResponse.java,UM,DM,69.33,UM,15,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/RawLocalFileSystem.java,DM,DM,69.97,DM,80,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/security/ApplicationTokenIdentifier.java,UM,DM,67.3,UM,10,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/s3/S3FileSystemException.java,DM,DM,75.1,DM,60,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/api/protocolrecords/RefreshNodesResponse.java,UM,DM,55.01,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/SubView.java,UM,DM,70.39,DM,90,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-web-proxy/src/main/java/org/apache/hadoop/yarn/server/webproxy/ProxyUriUtils.java,UM,DM,65.79,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/IdentityReducer.java,DM,DM,63.65,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/src/java/org/apache/hadoop/mapred/TaskTrackerMetricsInst.java,DM,DM,55.22,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/webapp/ApplicationPage.java,UM,DM,77.76,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/SchedulerApp.java,UM,DM,62.39,UM,0,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/MD5MD5CRC32FileChecksum.java,DM,DM,74.91,DM,70,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/security/ApplicationTokenSelector.java,UM,DM,67.09,UM,20,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/MultipleIOException.java,DM,DM,77.65,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/api/protocolrecords/LocalizerHeartbeatResponse.java,UM,DM,54.51,UM,5,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/records/impl/pb/ResourcePBImpl.java,UM,DM,53.77,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/LineRecordReader.java,DM,DM,63.45,DM,95,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/shell/Count.java,DM,DM,71.54,DM,80,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/container/ContainerImpl.java,UM,DM,54.17,UM,20,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/SequenceFileAsBinaryInputFormat.java,DM,DM,63.4,DM,95,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/rmapp/RMAppEventType.java,UM,DM,55.71,UM,0,UM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics/util/MetricsTimeVaryingInt.java,DM,DM,78.72,DM,90,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/event/NodeRemovedSchedulerEvent.java,UM,DM,54.75,UM,0,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/TextInputFormat.java,DM,DM,59.23,DM,100,DM
hadoop,YARN,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/GetImageServlet.java,DM,DM,82.36,UM,0,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/GetNewApplicationResponsePBImpl.java,UM,DM,59.49,UM,10,UM
hadoop,YARN,hadoop-mapreduce-project/src/java/org/apache/hadoop/mapred/JobStatusChangeEvent.java,DM,DM,57.3,DM,100,DM
hadoop,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/impl/pb/SubmitApplicationResponsePBImpl.java,UM,DM,54.22,UM,20,UM
hadoop,YARN,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/ChainMapper.java,DM,DM,61.3,DM,95,DM
hadoop,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/serializer/SerializationFactory.java,DM,DM,75.82,DM,70,DM
